日期,时段,速度等级,最小平均速度,最大平均速度,平均平均速度,记录数
04-25,傍晚,6,2.2599601189,75.9276811468,27.893386988719396,148068
04-25,傍晚,7,3.47666009,77.829,23.349805370468427,136884
04-25,晚上,2,16.5897462222,56.866338,50.22984484093874,976
04-25,晚上,3,8.8738448,89.0498704444,75.71380936123023,2928
04-25,晚上,4,4.45968922222,84.3667273333,54.92172123198746,56464
04-25,晚上,5,3.83504857778,102.171532667,35.442145459775084,282064
04-25,晚上,6,4.48587266667,83.9022881481,31.68332494053059,197424
04-25,晚上,7,3.92689691111,78.2174562154,26.269116947008126,182512
04-26,凌晨,2,4.36083877778,103.820407778,85.08494818146583,6100
04-26,凌晨,3,46.2510922889,83.6661142222,69.10952272706528,1220
04-26,凌晨,4,5.48459877778,94.0659964444,62.97483130823716,54900
04-26,凌晨,5,5.20676711111,118.291,39.54369719822043,398940
04-26,凌晨,6,2.0,110.092266891,35.68997482596333,240000
04-26,凌晨,7,4.25881,90.030059881,27.63148935053732,201800
04-26,上午,2,3.216,99.0339973563,66.67439215305018,6100
04-26,上午,3,3.216,80.710358,68.06583092184101,1220
04-26,上午,4,2.21580962222,90.0297395556,53.627338478988,54900
04-26,上午,5,2.97549113333,116.127,36.30525602795603,398940
04-26,上午,6,2.0,105.517,32.46295543329862,240000
04-26,上午,7,3.79027157778,83.6514,25.85158558832359,201800
04-26,中午,2,8.69770264444,95.0600584217,63.26936263059665,4270
04-26,中午,3,5.18880271678,73.8537677778,65.99287239248076,854
04-26,中午,4,2.70081206667,82.0134473077,49.91407492639072,38430
04-26,中午,5,2.909602,115.473779114,34.1095906323749,279258
04-26,中午,6,3.90615971111,81.3867247196,30.582113832701324,168000
04-26,中午,7,4.20286604444,71.0134433333,24.025062129598403,141260
04-26,下午,2,9.57745813333,90.2054031111,57.777036065176866,4270
04-26,下午,3,23.154928,74.2129740202,66.75536909206815,854
04-26,下午,4,2.7315071943,80.5910445134,47.40534898358837,38430
04-26,下午,5,2.75279972573,115.44709612,33.370598443478244,279258
04-26,下午,6,3.97728066667,65.3771512613,30.029548805716338,168000
04-26,下午,7,4.08649391287,75.4454284634,23.935646389393447,141260
04-26,傍晚,2,9.21619977778,93.1669817976,57.18978991435249,3660
04-26,傍晚,3,14.0939957778,74.7764411111,65.7265120807627,732
04-26,傍晚,4,2.88100882082,79.3060144502,46.942544089511415,32940
04-26,傍晚,5,2.76085692715,109.906,32.17725776862798,239364
04-26,傍晚,6,3.98398667302,72.046807627,28.732392209204225,144000
04-26,傍晚,7,4.15349507778,78.0156,23.098393715452954,121080
04-26,晚上,2,5.94039375556,94.8740064444,71.13107834902975,4880
04-26,晚上,3,60.1473282222,74.8699564444,67.58056562929886,976
04-26,晚上,4,4.06140171111,85.0054172367,55.72019744268647,43920
04-26,晚上,5,2.86113711111,115.500740741,36.228611584271704,319152
04-26,晚上,6,3.06106046667,86.4889175148,32.597978382666916,192000
04-26,晚上,7,3.7714030303,75.6348,25.48922110951203,161440
04-27,凌晨,2,68.4143892857,98.2047172414,84.84688604513974,1220
04-27,凌晨,3,28.6,96.6651208889,75.96962918034585,3660
04-27,凌晨,4,6.73406802222,107.752,61.64723543456101,58000
04-27,凌晨,5,2.0,115.157,38.828418994835616,381860
04-27,凌晨,6,4.58435813333,106.279901122,35.252827770071335,242780
04-27,凌晨,7,5.95033,91.1943573333,29.028332625534127,215440
04-27,上午,2,20.6625695111,94.1590793333,71.11995494663222,1220
04-27,上午,3,4.16739308889,94.9002957778,67.08993791644929,3660
04-27,上午,4,2.71138942529,97.5579685403,52.15465208385515,58000
04-27,上午,5,3.19339455556,96.1580833333,35.8558090355961,381860
04-27,上午,6,3.42492075556,105.517,32.29345308102534,242780
04-27,上午,7,2.83644682222,81.5233,26.29116590525484,215440
04-27,中午,2,55.4549833333,85.1740035556,72.93020050180657,854
04-27,中午,3,10.0298160889,95.4347,71.10939018482136,2562
04-27,中午,4,2.10117963218,79.7497035556,48.284202613559,40600
04-27,中午,5,2.91528672308,78.4153705309,33.61147090995273,267302
04-27,中午,6,4.0,81.3867247196,30.256455821911814,169946
04-27,中午,7,2.0,75.6127,24.461895213234115,150808
04-27,下午,2,10.4246702444,81.238902,70.44226959759354,854
04-27,下午,3,7.96833968889,94.600849885,73.58803502941764,2562
04-27,下午,4,2.99954823931,80.6790791176,45.613525333522645,40600
04-27,下午,5,3.1868439099,72.1226068663,32.970160043273786,267302
04-27,下午,6,2.0,82.1448,29.714846360128394,169946
04-27,下午,7,3.8123808046,75.4454284634,24.282398175159628,150808
04-27,傍晚,2,10.8643598444,85.2975063634,73.29814472562562,732
04-27,傍晚,3,5.962088,87.1912261735,73.45281080143772,2196
04-27,傍晚,4,2.02140119142,79.5749222222,46.07101896347962,34800
04-27,傍晚,5,2.19429391111,72.3812473333,31.67521050756373,229116
04-27,傍晚,6,3.1659952318,67.4381003322,28.434955898555582,145668
04-27,傍晚,7,3.82756718764,70.9554308182,23.275693073462026,129264
04-27,晚上,2,55.7555666667,89.0675235556,77.20161501695377,976
04-27,晚上,3,9.17322626667,88.8788217778,76.66750899901574,2928
04-27,晚上,4,3.24525271111,83.6875404444,54.86569879779931,46400
04-27,晚上,5,2.86113711111,75.4724646667,35.577935910047046,305488
04-27,晚上,6,3.69689204685,86.4889175148,32.07432677989775,194224
04-27,晚上,7,3.85593054444,76.3068,26.19715772219248,172352
04-28,凌晨,3,70.0186993333,88.2812824444,80.54408800798139,2440
04-28,凌晨,4,9.52415637778,99.3424888778,59.1932966450583,54240
04-28,凌晨,5,4.09668884444,111.621742772,38.67215185100792,391620
04-28,凌晨,6,2.0,94.0906,34.30891397395704,247660
04-28,凌晨,7,5.95033,85.20126,28.0628458251772,207000
04-28,上午,3,61.3427984444,92.6219828889,79.24630666517062,2440
04-28,上午,4,2.84483026667,88.0623246667,50.675549332423,54240
04-28,上午,5,2.74666913333,107.02,35.38339409792565,391620
04-28,上午,6,2.0,105.091150085,31.42948551248287,247660
04-28,上午,7,3.98041507477,106.09,25.49452614110944,207000
04-28,中午,3,61.6399179365,84.7113216667,76.38381475250864,1708
04-28,中午,4,3.31888715556,78.6119129192,47.40694299095533,37968
04-28,中午,5,2.91528672308,75.2295,33.15241521156774,274134
04-28,中午,6,3.34800726667,67.9344026737,29.207747023208647,173362
04-28,中午,7,4.06736317241,71.80282,23.81427391535054,144900
04-28,下午,3,39.9350521507,82.9856375556,74.56504379639902,1708
04-28,下午,4,4.0,77.0783842222,44.253233627481634,37968
04-28,下午,5,3.18433071111,82.6214,32.61727425858614,274134
04-28,下午,6,3.68275213333,82.5168666667,28.69526140350346,173362
04-28,下午,7,3.98888989655,71.2887883574,23.88178476646818,144900
04-28,傍晚,3,28.8549617778,81.2033226667,67.9065092675544,1464
04-28,傍晚,4,2.27497022222,79.774806,44.07912041721991,32544
04-28,傍晚,5,3.08293155556,72.3561277935,31.24668810425054,234972
04-28,傍晚,6,3.61565104025,79.8992,27.659997813541136,148596
04-28,傍晚,7,3.09904531111,60.4417015625,22.878388782877245,124200
04-28,晚上,3,22.6704693333,83.2775284444,71.46002052818992,1952
04-28,晚上,4,4.98862488889,83.2569415556,52.33026801211894,43392
04-28,晚上,5,3.92418566667,101.393277778,35.32932264815249,313296
04-28,晚上,6,3.19564304444,79.0199,31.22323178027281,198128
04-28,晚上,7,5.08836384952,79.5631,25.495769752821467,165600
04-29,凌晨,3,23.0637781785,85.3990306047,53.31479848236565,3660
04-29,凌晨,4,11.5072999556,107.752,59.78728556352602,39040
04-29,凌晨,5,5.84365233333,108.0,38.144702504402346,402360
04-29,凌晨,6,3.6078582,108.437635613,35.785615207288295,262300
04-29,凌晨,7,8.47796052161,100.383,28.399551730509046,195600
04-29,上午,3,15.5842752,81.4667493333,55.93397888672359,3660
04-29,上午,4,2.5021362,97.5579685403,50.810282010911756,39040
04-29,上午,5,2.56756929967,106.631,35.151577479706226,402360
04-29,上午,6,2.8772606682,94.4345057739,32.60172624784566,262300
04-29,上午,7,4.26370278441,83.9324,26.302258822509966,195600
04-29,中午,3,39.1978233333,73.5465855556,55.96675121812713,2562
04-29,中午,4,3.64659964444,82.1531057778,48.017702879965086,27328
04-29,中午,5,2.91528672308,73.0062721939,32.8023484784376,281652
04-29,中午,6,2.97670650384,73.4346281277,30.558746356354614,183610
04-29,中午,7,4.12036052874,68.5444095238,24.555848281417965,136920
04-29,下午,3,14.408864,74.2960308889,56.406268706386136,2562
04-29,下午,4,3.77384776667,82.2589977778,46.58644220685003,27328
04-29,下午,5,2.88719017945,91.6845,32.16847847262243,281652
04-29,下午,6,3.24591871111,69.04789191,30.190656793618988,183610
04-29,下午,7,4.65806955993,73.7407,24.448696899917934,136920
04-29,傍晚,3,14.5106392444,73.1484757778,55.15582598724301,2196
04-29,傍晚,4,4.0,80.859414705,45.86097504395697,23424
04-29,傍晚,5,3.56618733333,85.5890327381,30.937530750265676,241416
04-29,傍晚,6,2.61686,76.40368,28.97543522065067,157380
04-29,傍晚,7,3.74995537778,77.829,23.447743020968097,117360
04-29,晚上,3,30.6415360383,72.9567588889,53.733990230269164,2928
04-29,晚上,4,4.81529268889,86.5236704444,53.156548819146494,31232
04-29,晚上,5,2.23488,86.0627089705,34.88112640696438,321888
04-29,晚上,6,3.68227942222,81.0,32.892776470117475,209840
04-29,晚上,7,4.03222431111,78.2579771831,25.78376118750328,156480
04-30,凌晨,3,3.57380633333,96.1685968889,80.05628833676082,9760
04-30,凌晨,4,8.57431793333,82.4717084444,59.37710290863576,48800
04-30,凌晨,5,11.7077683199,105.648,39.29688820370086,373560
04-30,凌晨,6,3.66972071648,114.025,36.297276096940315,278080
04-30,凌晨,7,2.0,82.6809,27.620114176862785,192760
04-30,上午,3,3.04441631111,95.3368104444,72.96958141996807,9760
04-30,上午,4,2.73827464368,98.3985870204,50.91132716651714,48800
04-30,上午,5,2.84828684444,94.2573,35.71211256183754,373560
04-30,上午,6,2.4616958,86.1050632851,33.54448452431224,278080
04-30,上午,7,2.0,85.8071,25.54443376534084,192760
04-30,中午,3,6.85127186207,92.4683828889,72.65099180796952,6832
04-30,中午,4,5.31196731111,74.3349648889,47.505505778453035,34160
04-30,中午,5,2.49459264286,83.7525091111,33.48920212472725,261492
04-30,中午,6,2.95804720383,86.3174670317,31.662236185375658,194656
04-30,中午,7,4.99686046667,66.4619121239,23.893865499610957,134932
04-30,下午,3,3.364481,89.6363431752,71.77305166408098,6832
04-30,下午,4,5.39616755556,72.7068653333,45.011479381316256,34160
04-30,下午,5,2.75279972573,78.2053888889,32.836660015698286,261492
04-30,下午,6,3.96467126437,77.9865,31.138041917600738,194656
04-30,下午,7,3.58381493333,81.978345,23.87844206395319,134932
04-30,傍晚,3,2.92769298851,89.5790786667,71.29930112665248,5856
04-30,傍晚,4,3.9765796,73.5159962926,44.50713382412467,29280
04-30,傍晚,5,2.93728475556,80.4172746667,31.564540543972036,224136
04-30,傍晚,6,3.8886994023,74.4443567256,29.647445920380328,166848
04-30,傍晚,7,4.27372313333,67.5686481244,22.913548712084822,115656
04-30,晚上,3,3.41408931111,89.4162175556,74.4544123733607,7808
04-30,晚上,4,4.03002344444,78.0149977778,52.676175900837265,39040
04-30,晚上,5,2.50942888889,87.752724,35.71829421560291,298848
04-30,晚上,6,4.2776496,82.42,33.432886807969794,222464
04-30,晚上,7,3.4675516,76.3709,25.33039400331263,154208
05-01,凌晨,2,66.5429362989,98.2872024444,89.3007701843598,1220
05-01,凌晨,3,54.5178506667,96.8816784401,79.79566342148121,2440
05-01,凌晨,4,6.73406802222,92.6581462944,60.505149894062605,47580
05-01,凌晨,5,5.96687166667,104.359,37.88123956988803,373400
05-01,凌晨,6,4.1135925,95.8254,35.288128574325775,253840
05-01,凌晨,7,2.0,89.9116,27.04481963912126,224480
05-01,上午,2,16.1415024444,97.0406831111,79.8842837300656,1220
05-01,上午,3,4.45235875556,96.2227153333,67.70031267357491,2440
05-01,上午,4,2.03311537318,88.1436904444,50.24425276817161,47580
05-01,上午,5,2.48948615556,107.02,34.96147275897524,373400
05-01,上午,6,3.65597711111,107.482,32.164107923086874,253840
05-01,上午,7,2.0,83.6098,25.20528394937322,224480
05-01,中午,2,22.8840789758,93.6630345087,79.31641928392837,854
05-01,中午,3,5.81806411494,87.8434111111,69.9428176696386,1708
05-01,中午,4,2.40454555755,77.4965931039,47.74839491144161,33306
05-01,中午,5,2.55187946199,78.3974675862,32.77102008717947,261380
05-01,中午,6,4.20940982222,73.44,30.38085720016517,177688
05-01,中午,7,4.32878495402,73.5532014815,23.705497698421418,157136
05-01,下午,2,34.7777976823,90.7915889002,77.50942771800814,854
05-01,下午,3,7.36807197542,87.2963625,72.11512589024302,1708
05-01,下午,4,3.98315428521,76.1813542161,45.24266570137301,33306
05-01,下午,5,2.97183637778,82.6214,32.300372241363114,261380
05-01,下午,6,3.908047,80.3718,29.903881748876955,177688
05-01,下午,7,4.06580043333,64.5322446105,23.578714313927176,157136
05-01,傍晚,2,6.50977423993,86.8782525926,77.02760944095355,732
05-01,傍晚,3,3.97971837582,85.8635573666,72.39860849011541,1464
05-01,傍晚,4,3.15040930277,78.0402111111,45.63980646865659,28548
05-01,傍晚,5,3.057435,72.8765810997,31.054162545347342,224040
05-01,傍晚,6,3.50975751127,72.5179826364,28.659715789590358,152304
05-01,傍晚,7,4.38771006293,63.8832584274,22.690281138822854,134688
05-01,晚上,2,60.1208348966,89.7058093333,80.14391147550494,976
05-01,晚上,3,9.04914873333,87.4076722222,77.1731808410442,1952
05-01,晚上,4,4.0,83.2530564286,53.78776457421102,38064
05-01,晚上,5,2.86113711111,91.2560106481,34.843942184164426,298720
05-01,晚上,6,4.26666666667,73.9505,32.271980031108775,203072
05-01,晚上,7,4.31086407778,83.2848,24.882599791520107,179584
05-02,凌晨,3,8.93055266667,95.7694293333,74.8713221462768,8540
05-02,凌晨,4,5.48459877778,94.4009626873,59.42801252136412,43920
05-02,凌晨,5,4.93072722222,101.254,38.93090098094456,362500
05-02,凌晨,6,3.781158125,108.223,35.905224034378534,279380
05-02,凌晨,7,5.95033,97.8337166667,28.829511405342828,208620
05-02,上午,3,3.04441631111,96.6476213333,70.67825548775984,8540
05-02,上午,4,3.64686694636,93.4559516667,51.10009994672679,43920
05-02,上午,5,3.04610696245,98.2938109026,35.88627188434305,362500
05-02,上午,6,2.71952618188,91.6169472985,32.464187304283676,279380
05-02,上午,7,2.28324753333,86.9752260602,26.426315485965862,208620
05-02,中午,3,5.97161542222,87.6577326667,70.32859779781312,5978
05-02,中午,4,3.45810120887,81.6247773333,47.08167569571356,30744
05-02,中午,5,3.49681586667,78.0258156703,33.62119324749807,253750
05-02,中午,6,3.70254108046,73.0012,30.110342817243993,195566
05-02,中午,7,2.96038403511,61.6313367284,24.279258692078464,146034
05-02,下午,3,6.16938956155,85.1898324444,70.37453196539329,5978
05-02,下午,4,4.22213614269,80.4722524444,44.6350892496471,30744
05-02,下午,5,3.97768377011,96.865398,33.00385565631824,253750
05-02,下午,6,2.27333282424,102.773997037,29.432694814387798,195566
05-02,下午,7,3.30612502809,62.0141666667,24.07464204211564,146034
05-02,傍晚,3,7.39048534636,86.4871693333,68.4895228134323,5124
05-02,傍晚,4,3.0158238,80.1424675556,43.2419042761417,26352
05-02,傍晚,5,3.66907186667,83.2109029526,31.563745786160165,217500
05-02,傍晚,6,3.65136761494,68.9787447381,28.181374200075187,167628
05-02,傍晚,7,3.65245587805,72.0592528571,22.9992991162183,125172
05-02,晚上,3,14.3775538222,85.6108197778,70.71278771893802,6832
05-02,晚上,4,5.44115088889,85.2319846667,52.31870502644078,35136
05-02,晚上,5,2.72538893333,86.1183469928,35.60951719152257,290000
05-02,晚上,6,3.24632197778,79.0053409293,32.35732901724769,223504
05-02,晚上,7,3.93730226667,86.756242877,25.91847022721363,166896
05-03,凌晨,2,48.3730075556,97.5704922222,85.18721329366895,1220
05-03,凌晨,3,45.5091948745,101.729137554,79.05551913017658,3660
05-03,凌晨,4,6.51624644444,88.477,59.67769942690963,52460
05-03,凌晨,5,2.0,104.359,38.48016936478876,382840
05-03,凌晨,6,5.0300479263,94.6139541453,35.88098260572479,242780
05-03,凌晨,7,8.57722168889,103.042594286,27.88617052772959,220000
05-03,上午,2,4.89578957088,94.119048,70.63449949505677,1220
05-03,上午,3,5.99799353333,97.3149882222,76.96046562984853,3660
05-03,上午,4,2.21580962222,87.3568971111,52.39133756394886,52460
05-03,上午,5,2.79002624444,107.02,35.15534639068723,382840
05-03,上午,6,2.55333333333,106.873583047,32.322287952502776,242780
05-03,上午,7,3.06734386667,83.6968027848,25.66994170322313,220000
05-03,中午,2,36.7324511376,91.6434372974,67.08878870327752,854
05-03,中午,3,8.89830271111,91.0517084444,76.30178868099148,2562
05-03,中午,4,2.05103125466,79.2308646667,48.4497273448638,36722
05-03,中午,5,2.909602,75.2295,32.89290732421057,267988
05-03,中午,6,3.70257411111,74.41655,29.831125277733342,169946
05-03,中午,7,3.46910811029,82.8169173333,24.04562803612339,154000
05-03,下午,2,53.3831736082,86.2368321587,64.21177523771053,854
05-03,下午,3,16.6339570084,90.2329513818,75.74481007386312,2562
05-03,下午,4,3.94113755037,80.1384815556,46.618149576914405,36722
05-03,下午,5,2.75279972573,82.6214,32.34964268240684,267988
05-03,下午,6,2.67415053333,65.9993727044,29.412123174561685,169946
05-03,下午,7,3.44673724444,77.5827235152,23.862827129213795,154000
05-03,傍晚,2,35.8515979145,83.2297320404,65.1238294993235,732
05-03,傍晚,3,7.69208637778,89.56303,75.69404776529515,2196
05-03,傍晚,4,3.43908204444,77.1862464444,45.11353182219114,31476
05-03,傍晚,5,3.06160284444,71.6942071358,31.300846575323902,229704
05-03,傍晚,6,3.76103499531,71.8286415155,28.35946606599252,145668
05-03,傍晚,7,4.0,76.5708944444,23.065433652985753,132000
05-03,晚上,2,33.4841288889,85.0137686667,69.73209534425689,976
05-03,晚上,3,61.4267455556,87.3494486667,76.43848186713537,2928
05-03,晚上,4,5.78319337778,83.8243419173,53.380817981413315,41968
05-03,晚上,5,2.86113711111,101.393277778,35.17040084670274,306272
05-03,晚上,6,4.11555555556,81.0,32.3333126015642,194224
05-03,晚上,7,3.52085129503,83.2848,25.437726718351314,176000
05-04,凌晨,2,38.8490915556,85.8223544444,76.97825317306415,1220
05-04,凌晨,3,64.308516,100.974668657,82.94816827760194,4880
05-04,凌晨,4,3.78859026667,90.9967348889,61.93434554204297,54900
05-04,凌晨,5,2.0,94.5946833333,38.132816034260905,414140
05-04,凌晨,6,4.1135925,97.2272,34.92106770257197,246440
05-04,凌晨,7,3.50832,115.27562,28.868454532339225,181380
05-04,上午,2,24.6109724444,83.8864484444,68.31905858541857,1220
05-04,上午,3,3.55106091768,98.6472517778,76.06338014619169,4880
05-04,上午,4,4.0,91.4288143191,53.91263749596929,54900
05-04,上午,5,2.09821437778,89.7574526945,35.02685689011893,414140
05-04,上午,6,2.9850802,107.482,31.45646041797972,246440
05-04,上午,7,4.00073397892,83.3821,26.39176124431061,181380
05-04,中午,2,27.7845935556,82.2278367436,69.38379929840275,854
05-04,中午,3,5.70047422222,95.0105915556,76.92415106132324,3416
05-04,中午,4,4.0,79.578248836,49.26384641507844,38430
05-04,中午,5,2.2479172,65.4925473353,32.96931540258905,289898
05-04,中午,6,2.91678259524,83.5885,29.337698320907915,172508
05-04,中午,7,4.06928666667,74.419204,24.621323118604476,126966
05-04,下午,2,20.7878137778,78.0027699502,68.34337271779694,854
05-04,下午,3,5.31162097778,93.0838689978,72.69826203577234,3416
05-04,下午,4,3.08279146667,95.6780700452,46.1707056946418,38430
05-04,下午,5,2.96484147443,64.8140006667,32.427657164484366,289898
05-04,下午,6,2.89253928889,80.3718,28.971017994347246,172508
05-04,下午,7,4.00888888889,81.978345,24.470758184088204,126966
05-04,傍晚,2,10.9697056444,77.3160090741,66.82319133083226,732
05-04,傍晚,3,7.27108234176,91.95067165,69.56120623549579,2928
05-04,傍晚,4,3.29298601801,75.9238409195,45.33733946330937,32940
05-04,傍晚,5,3.71273682222,69.2630302873,31.205860777781044,248484
05-04,傍晚,6,3.88479006667,62.8145550277,27.981962761811523,147864
05-04,傍晚,7,3.84731953133,69.8302266526,23.33058092181215,108828
05-04,晚上,2,47.4568746667,77.8583322222,70.30922576460188,976
05-04,晚上,3,7.92074533333,92.1985115556,77.45358865527066,3904
05-04,晚上,4,4.62752777778,82.0430951111,54.47349715988616,43920
05-04,晚上,5,3.97728155556,85.3864155577,35.03330772230989,331312
05-04,晚上,6,3.86960215556,77.7076205181,31.724786999200063,197152
05-04,晚上,7,4.62907241111,75.7421,26.171662069584585,145104
05-05,凌晨,3,45.5091948745,96.068203375,78.42591422519277,2440
05-05,凌晨,4,6.73406802222,88.1989157778,60.47643422951421,49520
05-05,凌晨,5,9.483848,112.286,39.50066638177519,389840
05-05,凌晨,6,8.49836028889,103.014,36.707036177766746,256200
05-05,凌晨,7,6.24336617778,104.423,28.59707536614798,203740
05-05,凌晨,8,9.33296504444,78.7713,25.400207691384068,1220
05-05,上午,3,10.1049310994,87.9788762222,66.92509068089142,2440
05-05,上午,4,2.15710310421,86.2648104444,50.97790397009474,49520
05-05,上午,5,2.41075202222,107.02,36.207474564947404,389840
05-05,上午,6,3.03492133333,96.677,33.04864481713557,256200
05-05,上午,7,3.21008735556,102.8265599,26.487338523065297,203740
05-05,上午,8,3.23682142018,31.3767460444,10.13436802688808,1220
05-05,中午,3,9.67502382222,80.7445993333,69.55995265929525,1708
05-05,中午,4,2.24926291954,76.2107320091,47.192505825297516,34664
05-05,中午,5,2.57706777011,75.2295,33.965961284690025,272888
05-05,中午,6,3.12337262331,82.271748318,30.656589361271347,179340
05-05,中午,7,3.37122182222,71.5370553616,24.496083887579168,142618
05-05,中午,8,4.94043049559,15.6062803333,9.12064717781809,854
05-05,下午,3,20.9906226266,80.717524,70.77446522143697,1708
05-05,下午,4,3.05952567816,77.7435693333,44.84952686956765,34664
05-05,下午,5,2.65482099835,82.6214,33.41943972713948,272888
05-05,下午,6,2.87300543848,72.630160746,30.187095501389937,179340
05-05,下午,7,3.68977491111,70.8783200611,24.392135525910433,142618
05-05,下午,8,5.24198126667,15.8256356222,9.8803372685995,854
05-05,傍晚,3,12.6698690805,81.5894097778,71.32477516874052,1464
05-05,傍晚,4,3.03147367749,75.0368514943,44.21985755723346,29712
05-05,傍晚,5,3.34670386667,82.274447928,32.303183309999746,233904
05-05,傍晚,6,3.26327402729,75.9276811468,29.26206504239112,153720
05-05,傍晚,7,2.97328882222,76.9386271264,23.419971136464206,122244
05-05,傍晚,8,5.65508235556,20.0690485778,11.122635282670526,732
05-05,晚上,3,17.0685090889,86.1270057778,73.36790045587553,1952
05-05,晚上,4,5.14921831111,79.7078684444,53.337601087410896,39616
05-05,晚上,5,3.566886,101.393277778,36.2200060256112,311872
05-05,晚上,6,3.24632197778,82.879,33.33143470298348,204960
05-05,晚上,7,4.62907241111,95.1485113059,26.04730928047195,162992
05-05,晚上,8,8.86100151111,52.485342,21.780869806249612,976
05-06,凌晨,2,12.4593695556,101.689681556,87.8184979532792,2440
05-06,凌晨,3,51.2506422639,103.648668314,80.23475907607119,3660
05-06,凌晨,4,5.82745033333,120.0,59.49502430452675,55400
05-06,凌晨,5,2.64966721449,110.092266891,38.98721526783088,422120
05-06,凌晨,6,6.70568180581,106.921328485,34.14741976748494,234240
05-06,凌晨,7,6.4683,86.7456453602,28.102330812725025,185100
05-06,上午,2,7.64873482222,96.2462124444,72.51785391748182,2440
05-06,上午,3,2.23479591967,99.8926666286,80.63212848752802,3660
05-06,上午,4,2.28914233333,87.3568971111,50.62800720475765,55400
05-06,上午,5,2.24493137778,105.678,35.89053374136599,422120
05-06,上午,6,3.11926608889,99.8239,31.6601993250138,234240
05-06,上午,7,2.99416277825,82.8457,25.91469735316407,185100
05-06,中午,2,9.32974086667,91.4585873333,67.81489683689448,1708
05-06,中午,3,2.043944175,98.7050255556,79.00945476418993,2562
05-06,中午,4,2.10117963218,80.5127832234,48.05121650422872,38780
05-06,中午,5,2.68614468889,78.9799342418,33.56565014977065,295484
05-06,中午,6,3.11496986667,74.8606002258,29.767112902922523,163968
05-06,中午,7,2.82519993748,71.1489785221,23.839050688983843,129570
05-06,下午,2,11.591779,88.1074788889,64.58939585308163,1708
05-06,下午,3,4.81333583333,96.86267186,79.22431966524421,2562
05-06,下午,4,3.83872128343,89.5918934164,45.1338581556001,38780
05-06,下午,5,2.56480336111,77.9521022633,32.942686806470384,295484
05-06,下午,6,3.80868675556,71.7584533333,29.369583385292394,163968
05-06,下午,7,3.27471246086,74.5268317208,23.783291566071338,129570
05-06,傍晚,2,5.70030907488,90.4569258283,61.908996863578125,1464
05-06,傍晚,3,16.5935313333,95.7181344837,77.1255117176237,2196
05-06,傍晚,4,2.44938495721,80.8219,45.022206430461544,33240
05-06,傍晚,5,3.00726304444,75.6516524575,31.90614698509912,253272
05-06,傍晚,6,2.42233747167,65.0258874771,28.04828365103161,140544
05-06,傍晚,7,2.34449142222,81.5106857143,22.766783859842246,111060
05-06,晚上,2,7.18812011111,90.7703255808,73.04521856102266,1952
05-06,晚上,3,33.6816155556,94.4650046667,78.2572387535844,2928
05-06,晚上,4,5.64346193333,82.0430951111,53.62311365415813,44320
05-06,晚上,5,2.70718176754,87.8223786078,35.924513355769655,337696
05-06,晚上,6,4.80019548091,79.084,31.38470024417052,187392
05-06,晚上,7,3.66761591111,90.2007327169,25.36898833979596,148080
05-07,凌晨,3,49.310084,93.8745733333,73.08513900776812,3660
05-07,凌晨,4,6.73406802222,102.795,61.972454440756835,50020
05-07,凌晨,5,2.0,97.7666,38.6087479242676,369660
05-07,凌晨,6,5.02451898175,119.437,35.484484896262,269620
05-07,凌晨,7,3.97553033333,96.1938,28.6921636785881,208780
05-07,凌晨,8,12.8693366444,97.531637652,36.35637277464498,1220
05-07,上午,3,28.5988366667,88.9573884444,72.03155515407335,3660
05-07,上午,4,2.94179317778,91.365562,52.76575469150722,50020
05-07,上午,5,2.24027694253,99.1659,35.404715009565244,369660
05-07,上午,6,2.6565244,97.8772,32.4485407310784,269620
05-07,上午,7,2.0,86.9752260602,26.22314071243171,208780
05-07,上午,8,5.86046785185,48.1101142413,16.22110379343476,1220
05-07,中午,3,28.1146963207,85.1752685979,70.21087753619258,2562
05-07,中午,4,3.45810120887,85.8291564444,49.45411452984013,35014
05-07,中午,5,2.13040448889,83.2974516667,33.070966188513644,258762
05-07,中午,6,2.62815602222,83.5885,30.175169552306574,188734
05-07,中午,7,2.0,72.8920078788,24.333767899512015,146146
05-07,中午,8,6.2885447381,23.7355304444,14.015642232055646,854
05-07,下午,3,30.2739004444,82.9677657778,69.34374569725465,2562
05-07,下午,4,3.31988737778,86.7816971418,46.60110204247602,35014
05-07,下午,5,3.04426188889,91.6845,32.593912615707026,258762
05-07,下午,6,2.92578328889,67.057408,29.6800339939938,188734
05-07,下午,7,3.73866915556,74.233,24.069025086652562,146146
05-07,下午,8,5.28280731188,25.202886599,14.306168519508303,854
05-07,傍晚,3,43.0037544444,80.3711553333,66.97558893953229,2196
05-07,傍晚,4,4.28959624444,86.8083828889,46.75794957896501,30012
05-07,傍晚,5,3.48865562222,85.5890327381,31.548212478541004,221796
05-07,傍晚,6,3.22929222435,75.9276811468,28.577692866101,161772
05-07,傍晚,7,3.805484,81.2319595556,23.096441754284097,125268
05-07,傍晚,8,7.42814051111,28.3995650889,18.072274098834438,732
05-07,晚上,3,50.3535502222,82.2999257778,66.39181759982458,2928
05-07,晚上,4,5.51251355556,88.314928,54.93288394987445,40016
05-07,晚上,5,3.10794615556,84.1165516364,35.272893627565416,295728
05-07,晚上,6,3.83490995556,79.1977,32.264438465143655,215696
